Date,Open,High,Low,Close,Adj Close,Volume
2016-08-01,11.210000,11.350000,11.070000,10.271735,11.320000,0
2016-09-01,11.310000,11.470000,10.960000,10.217292,11.260000,0
2016-10-01,11.190000,11.240000,10.860000,9.955082,10.930000,0
2016-11-01,10.800000,12.120000,10.690000,10.920534,11.990000,0
2016-12-01,11.940000,12.540000,11.210000,10.210108,11.210000,0
2017-01-01,11.280000,11.500000,11.200000,11.346025,11.360000,0
2017-02-01,11.340000,11.760000,11.330000,11.545779,11.560000,0
2017-03-01,11.770000,11.770000,11.260000,11.475864,11.490000,0
2017-04-01,11.370000,11.720000,11.190000,11.600000,11.600000,0
2017-05-01,11.650000,11.650000,11.240000,11.410000,11.410000,0
2017-06-01,11.610000,11.800000,11.540000,11.660000,11.660000,0
2017-07-01,11.740000,11.750000,11.560000,11.750000,11.750000,0
