Date,Open,High,Low,Close,Adj Close,Volume
2016-07-31,4016.000000,4486.000000,3903.000000,4334.000000,4268.925781,4030695
2016-08-31,4351.000000,4562.000000,4211.919922,4495.000000,4427.508301,2676536
2016-09-30,4471.000000,4745.000000,4335.000000,4412.000000,4345.754883,2900478
2016-11-01,4440.000000,4483.000000,4135.000000,4271.000000,4227.764648,2838678
2016-12-01,4251.000000,4326.000000,4076.000000,4184.000000,4141.645508,2277713
2017-01-01,4184.000000,4490.000000,4157.000000,4305.000000,4261.420410,2645369
2017-02-01,4341.000000,4534.000000,4317.000000,4449.000000,4403.962891,2450409
2017-03-01,4459.000000,4835.000000,4445.000000,4769.000000,4720.723145,3545649
2017-03-31,4770.000000,5285.000000,4770.000000,5200.000000,5147.360352,3056886
2017-04-30,5155.000000,5815.000000,5090.000000,5675.000000,5675.000000,3190116
2017-05-31,5675.000000,5730.000000,5185.000000,5350.000000,5350.000000,2752418
2017-06-30,5365.000000,5685.000000,5275.000000,5555.000000,5555.000000,2850735
2017-07-28,5590.000000,5610.000000,5505.000000,5555.000000,5555.000000,112419
