Date,Open,High,Low,Close,Adj Close,Volume
2016-08-01,102.239998,102.269997,101.510002,102.010002,98.406876,0
2016-09-01,102.110001,102.320000,100.739998,101.919998,98.320053,0
2016-10-01,101.690002,101.690002,99.930000,100.089996,96.554688,0
2016-11-01,100.099998,100.550003,95.419998,95.419998,92.049637,0
2016-12-01,94.820000,95.660004,93.540001,94.889999,91.538361,0
2017-01-01,94.980003,96.089996,94.529999,95.129997,95.129997,0
2017-02-01,95.000000,96.190002,94.720001,96.089996,96.089996,0
2017-03-01,95.419998,96.349998,94.199997,96.349998,96.349998,0
2017-04-01,96.970001,98.379997,96.720001,97.519997,97.519997,0
2017-05-01,97.250000,98.940002,96.629997,98.940002,98.940002,0
2017-06-01,98.769997,100.070000,98.769997,98.889999,98.889999,0
2017-07-01,98.489998,99.570000,98.230003,99.570000,99.570000,0
