Date,Open,High,Low,Close,Adj Close,Volume
2017-06-23,32.939999,32.939999,32.939999,32.939999,32.939999,0
2017-06-26,32.970001,32.970001,32.970001,32.970001,32.970001,0
2017-06-27,32.759998,32.759998,32.759998,32.759998,32.759998,0
2017-06-28,32.950001,32.950001,32.950001,32.950001,32.950001,0
2017-06-29,32.750000,32.750000,32.750000,32.750000,32.750000,0
2017-06-30,32.770000,32.770000,32.770000,32.770000,32.770000,0
2017-07-03,32.799999,32.799999,32.799999,32.799999,32.799999,0
2017-07-05,32.820000,32.820000,32.820000,32.820000,32.820000,0
2017-07-06,32.610001,32.610001,32.610001,32.610001,32.610001,0
2017-07-07,32.740002,32.740002,32.740002,32.740002,32.740002,0
2017-07-10,32.750000,32.750000,32.750000,32.750000,32.750000,0
2017-07-11,32.759998,32.759998,32.759998,32.759998,32.759998,0
2017-07-12,32.939999,32.939999,32.939999,32.939999,32.939999,0
2017-07-13,32.959999,32.959999,32.959999,32.959999,32.959999,0
2017-07-14,33.049999,33.049999,33.049999,33.049999,33.049999,0
2017-07-17,33.070000,33.070000,33.070000,33.070000,33.070000,0
2017-07-18,33.110001,33.110001,33.110001,33.110001,33.110001,0
2017-07-19,33.230000,33.230000,33.230000,33.230000,33.230000,0
2017-07-20,33.230000,33.230000,33.230000,33.230000,33.230000,0
2017-07-21,33.240002,33.240002,33.240002,33.240002,33.240002,0
