Date,Open,High,Low,Close,Adj Close,Volume
2017-06-23,26.080000,26.080000,26.080000,26.080000,25.903069,0
2017-06-26,26.090000,26.090000,26.090000,26.090000,25.913000,0
2017-06-27,25.780001,25.780001,25.780001,25.780001,25.780001,0
2017-06-28,25.930000,25.930000,25.930000,25.930000,25.930000,0
2017-06-29,25.760000,25.760000,25.760000,25.760000,25.760000,0
2017-06-30,25.760000,25.760000,25.760000,25.760000,25.760000,0
2017-07-03,25.750000,25.750000,25.750000,25.750000,25.750000,0
2017-07-05,25.790001,25.790001,25.790001,25.790001,25.790001,0
2017-07-06,25.629999,25.629999,25.629999,25.629999,25.629999,0
2017-07-07,25.709999,25.709999,25.709999,25.709999,25.709999,0
2017-07-10,25.760000,25.760000,25.760000,25.760000,25.760000,0
2017-07-11,25.780001,25.780001,25.780001,25.780001,25.780001,0
2017-07-12,25.959999,25.959999,25.959999,25.959999,25.959999,0
2017-07-13,25.990000,25.990000,25.990000,25.990000,25.990000,0
2017-07-14,26.090000,26.090000,26.090000,26.090000,26.090000,0
2017-07-17,26.090000,26.090000,26.090000,26.090000,26.090000,0
2017-07-18,26.129999,26.129999,26.129999,26.129999,26.129999,0
2017-07-19,26.219999,26.219999,26.219999,26.219999,26.219999,0
2017-07-20,26.230000,26.230000,26.230000,26.230000,26.230000,0
2017-07-21,26.219999,26.219999,26.219999,26.219999,26.219999,0
