Date,Open,High,Low,Close,Adj Close,Volume
2016-08-01,24.430000,24.770000,24.290001,24.639999,23.523041,0
2016-09-01,24.680000,24.889999,24.320000,24.770000,23.647150,0
2016-10-01,24.750000,24.770000,24.320000,24.320000,23.217546,0
2016-11-01,24.219999,24.490000,24.010000,24.420000,23.313015,0
2016-12-01,24.290001,24.830000,23.670000,23.680000,22.606560,0
2017-01-01,23.820000,24.280001,23.820000,24.180000,24.015959,0
2017-02-01,24.200001,24.750000,24.200001,24.690001,24.522499,0
2017-03-01,24.850000,24.930000,24.580000,24.900000,24.731073,0
2017-04-01,24.900000,25.299999,24.780001,25.260000,25.088631,0
2017-05-01,25.290001,25.760000,25.290001,25.740000,25.565374,0
2017-06-01,25.879999,26.090000,25.760000,25.760000,25.585239,0
2017-07-01,25.750000,26.230000,25.629999,26.219999,26.219999,0
