Date,Open,High,Low,Close,Adj Close,Volume
2017-06-23,6.310000,6.310000,6.310000,6.310000,6.296791,0
2017-06-26,6.330000,6.330000,6.330000,6.330000,6.316749,0
2017-06-27,6.270000,6.270000,6.270000,6.270000,6.256875,0
2017-06-28,6.250000,6.250000,6.250000,6.250000,6.236917,0
2017-06-29,6.210000,6.210000,6.210000,6.210000,6.197000,0
2017-06-30,6.190000,6.190000,6.190000,6.190000,6.190000,0
2017-07-03,6.150000,6.150000,6.150000,6.150000,6.150000,0
2017-07-05,6.170000,6.170000,6.170000,6.170000,6.170000,0
2017-07-06,6.120000,6.120000,6.120000,6.120000,6.120000,0
2017-07-07,6.090000,6.090000,6.090000,6.090000,6.090000,0
2017-07-10,6.090000,6.090000,6.090000,6.090000,6.090000,0
2017-07-11,6.100000,6.100000,6.100000,6.100000,6.100000,0
2017-07-12,6.140000,6.140000,6.140000,6.140000,6.140000,0
2017-07-13,6.110000,6.110000,6.110000,6.110000,6.110000,0
2017-07-14,6.110000,6.110000,6.110000,6.110000,6.110000,0
2017-07-17,6.130000,6.130000,6.130000,6.130000,6.130000,0
2017-07-18,6.180000,6.180000,6.180000,6.180000,6.180000,0
2017-07-19,6.180000,6.180000,6.180000,6.180000,6.180000,0
2017-07-20,6.200000,6.200000,6.200000,6.200000,6.200000,0
2017-07-21,6.230000,6.230000,6.230000,6.230000,6.230000,0
