Date,Open,High,Low,Close,Adj Close,Volume
2017-06-23,99.559998,99.559998,99.559998,99.559998,99.559998,0
2017-06-26,100.070000,100.070000,100.070000,100.070000,100.070000,0
2017-06-27,99.750000,99.750000,99.750000,99.750000,99.750000,0
2017-06-28,99.589996,99.589996,99.589996,99.589996,99.589996,0
2017-06-29,99.169998,99.169998,99.169998,99.169998,99.169998,0
2017-06-30,98.889999,98.889999,98.889999,98.889999,98.889999,0
2017-07-03,98.489998,98.489998,98.489998,98.489998,98.489998,0
2017-07-05,98.500000,98.500000,98.500000,98.500000,98.500000,0
2017-07-06,98.379997,98.379997,98.379997,98.379997,98.379997,0
2017-07-07,98.230003,98.230003,98.230003,98.230003,98.230003,0
2017-07-10,98.360001,98.360001,98.360001,98.360001,98.360001,0
2017-07-11,98.510002,98.510002,98.510002,98.510002,98.510002,0
2017-07-12,98.760002,98.760002,98.760002,98.760002,98.760002,0
2017-07-13,98.599998,98.599998,98.599998,98.599998,98.599998,0
2017-07-14,98.790001,98.790001,98.790001,98.790001,98.790001,0
2017-07-17,98.900002,98.900002,98.900002,98.900002,98.900002,0
2017-07-18,99.330002,99.330002,99.330002,99.330002,99.330002,0
2017-07-19,99.250000,99.250000,99.250000,99.250000,99.250000,0
2017-07-20,99.400002,99.400002,99.400002,99.400002,99.400002,0
2017-07-21,99.570000,99.570000,99.570000,99.570000,99.570000,0
